I_feel_like_people_around_me_are_telling_me_that_I’m_not_good_enough,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Feel_the_future_is_slim,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Have_had_suicidal_thoughts,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Feeling_agitated_when_thinking_about_doing_something_wrong,Symptoms,Corresponds_to,Anxiety,Signs,,
"headache,_sweating",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
It’s_easy_to_lose_temper_with_parents_at_home,Symptoms,Corresponds_to,Irritability,Signs,,
Loss_of_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
It’s_easy_to_wake_up_early_at_night,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Feeling_tired_and_exhausted,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Easily_irritable_and_agitated,Symptoms,Corresponds_to,manic_arousal,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
I_feel_like_people_are_still_talking_about_me,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Someone_is_watching_you,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
heard_some_women_saying_that_they_don’t_want_to_study_anymore.,Symptoms,Corresponds_to,Phantom,Signs,,
Increased_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
Weight_gain_of_14kg,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
easily_sleepy,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Cant_get_up_in_the_morning,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Stiff_movements,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Hands_shaking,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
restless,Symptoms,Corresponds_to,Anxiety,Signs,,
spend_a_lot_of_money_on_things,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
More_words,Symptoms,Corresponds_to,manic_arousal,Signs,,
Emotional_depression,Symptoms,Corresponds_to,Depression,Signs,,
Take_8_pills_of_Risperidone_at_one_time,Symptoms,Corresponds_to,suicide,Signs,,
Dizziness_and_bloating,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Unsteady_standing,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Hands_shaking_and_stiff,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Slobber,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
daze,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Cant_read_the_book,Symptoms,Corresponds_to,slow_thinking,Signs,,
thoughts_of_death,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
I_feel_that_some_relatives_will_blame_me,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
I_always_feel_like_the_classmates_around_me_are_saying_something_bad_about_me,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Cant_concentrate,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Reaction_slows_down,Symptoms,Corresponds_to,Pay_attention_to_slowness,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Mood_gets_worse,Symptoms,Corresponds_to,Depression,Signs,,
Not_interested_in_doing_things,Symptoms,Corresponds_to,anhedonia,Signs,,
Afraid_of_doing_anything_in_class,Symptoms,Corresponds_to,fear,Signs,,
I_feel_like_people_around_me_are_telling_me_that_I’m_not_good_enough,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Have_had_suicidal_thoughts,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Feeling_agitated_when_thinking_about_doing_something_wrong,Symptoms,Corresponds_to,Anxiety,Signs,,
"headache,_sweating",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
It’s_easy_to_lose_temper_with_parents_at_home,Symptoms,Corresponds_to,Irritability,Signs,,
Loss_of_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
It’s_easy_to_wake_up_early_at_night,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Feeling_tired_and_exhausted,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Easily_irritable_and_agitated,Symptoms,Corresponds_to,manic_arousal,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Stiff_movements,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Hands_shaking,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
restless,Symptoms,Corresponds_to,Anxiety,Signs,,
spend_a_lot_of_money_on_things,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
More_words,Symptoms,Corresponds_to,manic_arousal,Signs,,
Emotional_depression,Symptoms,Corresponds_to,Depression,Signs,,
Dizziness_and_bloating,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Unsteady_standing,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Hands_shaking_and_stiff,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Slobber,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
daze,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Cant_read_the_book,Symptoms,Corresponds_to,slow_thinking,Signs,,
thoughts_of_death,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Normal_spirit,Symptoms,Corresponds_to,Mental_state_disorders,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Normal_defecation,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
Weight_gain_of_14kg,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
Cant_concentrate,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Reaction_slows_down,Symptoms,Corresponds_to,Pay_attention_to_slowness,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Mood_gets_worse,Symptoms,Corresponds_to,Depression,Signs,,
Not_interested_in_doing_things,Symptoms,Corresponds_to,anhedonia,Signs,,
have_negative_thoughts,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
anxious,Symptoms,Corresponds_to,Anxiety,Signs,,
"headache,_sweating",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Lose_temper_easily,Symptoms,Corresponds_to,Irritability,Signs,,
Loss_of_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
Feeling_tired_and_exhausted,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Easily_irritable_and_agitated,Symptoms,Corresponds_to,manic_arousal,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Hands_shaking,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Emotions_are_high,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
More_words,Symptoms,Corresponds_to,manic_arousal,Signs,,
Hands_shaking_and_stiff,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Slobber,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
daze,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
thoughts_of_death,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
feeling_depressed,Symptoms,Corresponds_to,Depression,Signs,,
excited,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
excitement_appears,Symptoms,Corresponds_to,manic_arousal,Signs,,
Mood_swings,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
Depressed_for_over_9_years,Symptoms,Corresponds_to,Depression,Signs,,
The_surge_lasted_for_more_than_May,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
feel_very_depressed,Symptoms,Corresponds_to,Depression,Signs,,
Mood_gradually_gets_worse,Symptoms,Corresponds_to,Depression,Signs,,
No_interest_in_doing_things,Symptoms,Corresponds_to,anhedonia,Signs,,
Always_feel_like_Im_not_as_good_as_others,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
decreased_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Cant_concentrate_on_doing_one_thing_well,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
I_felt_very_confident_at_that_time,Symptoms,Corresponds_to,manic_arousal,Signs,,
Feeling_very_happy_about_myself,Symptoms,Corresponds_to,manic_arousal,Signs,,
Work_efficiently,Symptoms,Corresponds_to,manic_arousal,Signs,,
Apparently_more_talkative,Symptoms,Corresponds_to,manic_arousal,Signs,,
Visibly_high_mood,Symptoms,Corresponds_to,manic_arousal,Signs,,
Full_of_energy,Symptoms,Corresponds_to,manic_arousal,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
anxious,Symptoms,Corresponds_to,Anxiety,Signs,,
Dizziness_and_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Eating_irregularly,Symptoms,Corresponds_to,dysphagia,Signs,,
Overeating,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Mood_gradually_gets_worse,Symptoms,Corresponds_to,Depression,Signs,,
No_interest_in_doing_things,Symptoms,Corresponds_to,anhedonia,Signs,,
Always_feel_like_Im_not_as_good_as_others,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
decreased_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
I_felt_very_confident_at_that_time,Symptoms,Corresponds_to,manic_arousal,Signs,,
Visibly_high_mood,Symptoms,Corresponds_to,manic_arousal,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
anxious,Symptoms,Corresponds_to,Anxiety,Signs,,
Dizziness_and_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Eating_irregularly,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
No_interest_in_doing_things,Symptoms,Corresponds_to,anhedonia,Signs,,
Will_often_blame_myself,Symptoms,Corresponds_to,Delusions_of_guilt,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
decreased_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Visibly_high_mood,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
Feeling_restless_and_restless_from_time_to_time,Symptoms,Corresponds_to,Anxiety,Signs,,
Dizziness_and_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Eating_irregularly,Symptoms,Corresponds_to,dysphagia,Signs,,
poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
The_surge_lasted_for_more_than_May,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
Overeating,Symptoms,Corresponds_to,dysphagia,Signs,,
Lethargy,Symptoms,Corresponds_to,Lethargy,Signs,,
Lethargy,Symptoms,Corresponds_to,Lethargy,Signs,,
faint,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Lethargy,Symptoms,Corresponds_to,Lethargy,Signs,,
emotional_outburst,Symptoms,Corresponds_to,emotional_outburst,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
dissociative_amnesia,Symptoms,Corresponds_to,psychogenic_amnesia,Signs,,
Lethargy,Symptoms,Corresponds_to,Lethargy,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
dissociative_amnesia,Symptoms,Corresponds_to,psychogenic_amnesia,Signs,,
Lethargy,Symptoms,Corresponds_to,Lethargy,Signs,,
emotional_outburst,Symptoms,Corresponds_to,emotional_outburst,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
dissociative_amnesia,Symptoms,Corresponds_to,psychogenic_amnesia,Signs,,
depression,Symptoms,Corresponds_to,Depression,Signs,,
Cataplexy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
low_mood,Symptoms,Corresponds_to,Depression,Signs,,
cry_loudly,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
I_often_feel_like_there_is_a_pair_of_eyes_staring_at_me_from_behind_the_curtains_of_the_rental_house.,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
Flustered,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
out_of_breath,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Extremely_heavy_heartbeat,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dying_feeling,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Diarrhea_Frequent_urination,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
frightened,Symptoms,Corresponds_to,Anxiety,Signs,,
Wandering_pain_in_the_body,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Worry_about_health,Symptoms,Corresponds_to,Anxiety,Signs,,
dont_want_to_do_things,Symptoms,Corresponds_to,lack_of_will,Signs,,
Insomnia,Symptoms,Corresponds_to,sleep_disorder,Signs,,
low_mood,Symptoms,Corresponds_to,Depression,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
Flustered,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
out_of_breath,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Extremely_heavy_heartbeat,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dying_feeling,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Diarrhea_Frequent_urination,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
frightened,Symptoms,Corresponds_to,Anxiety,Signs,,
Wandering_pain_in_the_body,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Worry_about_health,Symptoms,Corresponds_to,Anxiety,Signs,,
dont_want_to_do_things,Symptoms,Corresponds_to,lack_of_will,Signs,,
Insomnia,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Correct_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
proactive_contact,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Negative_and_pessimistic,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Decline_in_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
anhedonia,Symptoms,Corresponds_to,anhedonia,Signs,,
moderate_anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
decreased_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Responsive,Symptoms,Corresponds_to,attention_enhancement,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Chest_and_back_pain,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Negative_and_pessimistic,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Decline_in_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
anhedonia,Symptoms,Corresponds_to,anhedonia,Signs,,
moderate_anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
decreased_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Responsive,Symptoms,Corresponds_to,attention_enhancement,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Chest_and_back_pain,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Flustered,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Chest_tightness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
diarrhea,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
slow_thinking,Symptoms,Corresponds_to,slow_thinking,Signs,,
Excited_and_talkative,Symptoms,Corresponds_to,manic_arousal,Signs,,
Full_of_energy,Symptoms,Corresponds_to,Strengthened_will,Signs,,
flood_of_interest,Symptoms,Corresponds_to,Strengthened_will,Signs,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
glum,Symptoms,Corresponds_to,Depression,Signs,,
solitary,Symptoms,Corresponds_to,introverted_thinking,Signs,,
"When_something_goes_wrong,_I_feel_alone_in_my_heart",Symptoms,Corresponds_to,introverted_thinking,Signs,,
"Not_talking_to_family,_classmates,_or_teachers",Symptoms,Corresponds_to,introverted_thinking,Signs,,
I_feel_like_a_burden,Symptoms,Corresponds_to,Delusions_of_guilt,Signs,,
Feel_the_future_is_slim,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
"When_Im_in_a_bad_mood,_I_cut_my_arm_with_a_utility_knife.",Symptoms,Corresponds_to,self-injury,Signs,,
Thought_of_suicide,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Often_nervous_and_worried,Symptoms,Corresponds_to,Anxiety,Signs,,
Flustered_and_shaking_hands,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dizziness_and_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Sweating_a_lot,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
"Chest_tightness,_shortness_of_breath,_difficulty_breathing",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dying_feeling,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Overeating_or_anorexia,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
"At_night,_you_will_hear_a_buzzing_sound_in_your_ears",Symptoms,Corresponds_to,Phantom,Signs,,
Occasionally_I_see_blurry_black_shadows_at_home,Symptoms,Corresponds_to,Visual_hallucinations,Signs,,
I_saw_grandma’s_back_was_blood_red,Symptoms,Corresponds_to,Visual_hallucinations,Signs,,
I_feel_like_someone_is_staring_at_me_and_talking_about_me,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Feeling_that_someone_is_following_you_and_harming_you,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Sometimes_I_feel_like_a_part_of_my_body_or_my_thoughts_are_controlled_by_something_else,Symptoms,Corresponds_to,Imposed_emotions,Signs,,
Sometimes_I_have_thoughts_in_my_mind_that_are_not_my_own,Symptoms,Corresponds_to,Imposed_emotions,Signs,,
Not_interested_in_doing_things,Symptoms,Corresponds_to,weakened_will,Signs,,
tired,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
"When_Im_in_a_bad_mood,_I_cut_my_arm_with_a_utility_knife.",Symptoms,Corresponds_to,self-injury,Signs,,
Wrote_a_suicide_note,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
"Chest_tightness,_shortness_of_breath,_difficulty_breathing",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dying_feeling,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Reaction_slows_down,Symptoms,Corresponds_to,Pay_attention_to_slowness,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Loss_of_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
Weight_loss_2_pounds,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
solitary,Symptoms,Corresponds_to,introverted_thinking,Signs,,
"When_Im_in_a_bad_mood,_I_cut_my_arm_with_a_utility_knife.",Symptoms,Corresponds_to,self-injury,Signs,,
Thought_of_suicide,Symptoms,Corresponds_to,emotional_vulnerability,Signs,,
Often_nervous_and_worried,Symptoms,Corresponds_to,Anxiety,Signs,,
Flustered_and_shaking_hands,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dizziness_and_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Sweating_a_lot,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
"Chest_tightness,_shortness_of_breath,_difficulty_breathing",Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dying_feeling,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Not_interested_in_doing_things,Symptoms,Corresponds_to,weakened_will,Signs,,
tired,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Reaction_slows_down,Symptoms,Corresponds_to,Pay_attention_to_slowness,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Loss_of_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Correct_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
contact_cooperation,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
Loss_of_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Overeating,Symptoms,Corresponds_to,dysphagia,Signs,,
impulsive_self-injury,Symptoms,Corresponds_to,self-injury,Signs,,
Insight_exists,Symptoms,Corresponds_to,lack_of_insight,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
Loss_of_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Overeating,Symptoms,Corresponds_to,dysphagia,Signs,,
impulsive_self-injury,Symptoms,Corresponds_to,self-injury,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
Loss_of_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Overeating,Symptoms,Corresponds_to,dysphagia,Signs,,
impulsive_self-injury,Symptoms,Corresponds_to,self-injury,Signs,,
Insight_exists,Symptoms,Corresponds_to,lack_of_insight,Signs,,
Emotions_are_high,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
Delusion,Symptoms,Corresponds_to,Delusion,Signs,,
J+0101410117,Patient,Illness,major_depressive_episode,Disease,,
J+0101410117,Patient,Illness,bipolar_disorder,Disease,,
excited,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
talkative,Symptoms,Corresponds_to,Anxiety,Signs,,
Lazy_to_move,Symptoms,Corresponds_to,lack_of_will,Signs,,
Paranoia,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
excited,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
talkative,Symptoms,Corresponds_to,manic_arousal,Signs,,
feel_that_I_am_qualified_for_all_positions_in_the_workplace,Symptoms,Corresponds_to,manic_arousal,Signs,,
very_confident,Symptoms,Corresponds_to,Strengthened_will,Signs,,
I_feel_like_I_have_endless_energy,Symptoms,Corresponds_to,manic_arousal,Signs,,
Lazy_to_move,Symptoms,Corresponds_to,lack_of_will,Signs,,
Things_you_say_with_words_but_cannot_be_done_with_actions,Symptoms,Corresponds_to,perversion,Signs,,
dont_want_to_do_things,Symptoms,Corresponds_to,lack_of_will,Signs,,
Feeling_weak_all_over,Symptoms,Corresponds_to,lack_of_will,Signs,,
Brain_is_like_mush,Symptoms,Corresponds_to,lack_of_will,Signs,,
Sensory_response_is_also_very_slow,Symptoms,Corresponds_to,lack_of_will,Signs,,
I_cant_concentrate_at_all,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Cant_remember_things,Symptoms,Corresponds_to,Memory_loss,Signs,,
excited,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
talkative,Symptoms,Corresponds_to,manic_arousal,Signs,,
feel_that_I_am_qualified_for_all_positions_in_the_workplace,Symptoms,Corresponds_to,manic_arousal,Signs,,
very_confident,Symptoms,Corresponds_to,Strengthened_will,Signs,,
I_feel_like_I_have_endless_energy,Symptoms,Corresponds_to,manic_arousal,Signs,,
Lazy_to_move,Symptoms,Corresponds_to,lack_of_will,Signs,,
Things_you_say_with_words_but_cannot_be_done_with_actions,Symptoms,Corresponds_to,perversion,Signs,,
dont_want_to_do_things,Symptoms,Corresponds_to,lack_of_will,Signs,,
Feeling_weak_all_over,Symptoms,Corresponds_to,lack_of_will,Signs,,
Brain_is_like_mush,Symptoms,Corresponds_to,lack_of_will,Signs,,
Sensory_response_is_also_very_slow,Symptoms,Corresponds_to,lack_of_will,Signs,,
I_cant_concentrate_at_all,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Cant_remember_things,Symptoms,Corresponds_to,Memory_loss,Signs,,
I_feel_like_my_colleagues_are_talking_about_me,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I_feel_like_my_colleagues_are_targeting_me,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Suddenly_I_feel_like_I_can’t_understand_what_others_are_saying.,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
doubtful,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I_feel_that_what_people_I_know_well_say_are_not_true.,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Feeling_that_people_you_are_familiar_with_are_deceiving_you,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
I’m_also_worried_that_strangers_will_harm_me,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
"When_talking_to_strangers,_you_feel_like_your_words_don’t_match_what_you’re_saying.",Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Avoid_contact_with_strangers,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Sometimes_a_sentence_is_repeated_over_and_over_again,Symptoms,Corresponds_to,obsessive_thinking,Signs,,
The_patient_does_not_hear_sounds_out_of_thin_air,Symptoms,Corresponds_to,Phantom,Signs,,
There_is_no_doubt_that_others_harm_oneself,Symptoms,Corresponds_to,thinking_disorder,Signs,,
No_forced_behavior,Symptoms,Corresponds_to,compulsive_action,Signs,,
The_patient_cannot_see_things_out_of_thin_air,Symptoms,Corresponds_to,Visual_hallucinations,Signs,,
No_cough,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_expectoration,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_fever,Symptoms,Corresponds_to,interoceptive_discomfort,Signs,,
No_chest_pain,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_abdominal_pain_or_diarrhea,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_nausea_or_vomiting,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
hypomania,Symptoms,Corresponds_to,Anxiety,Signs,,
Emotions_are_high,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
excited,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
talkative,Symptoms,Corresponds_to,manic_arousal,Signs,,
decreased_volitional_activity,Symptoms,Corresponds_to,weakened_will,Signs,,
Cant_concentrate,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
